# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	7086
#@/user_id	76c8a36a-966b-414b-94e3-75dde62f30cd
ha ha ha 	哈哈哈	c=3 d=1.92596 t=7086
ha ha ha ha 	哈哈哈哈	c=3 d=0.729789 t=7086
ha ha ha ha ha 	哈哈哈哈哈	c=3 d=0.000177774 t=7086
ha ha ha hang 	哈哈哈行	c=2 d=1.69533e-08 t=7086
hai 	还	c=16 d=1.3646 t=7086
hai hen 	还很	c=1 d=3.8707e-11 t=7086
hai hui 	还会	c=1 d=0.0526021 t=7086
hai shi 	还是	c=16 d=0.00464812 t=7086
hai xu yao 	还需要	c=1 d=0.00202943 t=7086
hai you 	还有	c=14 d=0.051611 t=7086
hai zhun 	还准	c=1 d=2.2611e-10 t=7086
hai zi 	孩子	c=1 d=9.42245e-07 t=7086
han shu 	函数	c=1 d=0.831104 t=7086
hang 	行	c=2 d=3.94268e-09 t=7086
hao 	号	c=1 d=0.0338776 t=7086
hao 	好	c=73 d=2.25684 t=7086
hao ba 	好吧	c=1 d=0.0266491 t=7086
hao de 	好的	c=2 d=0.0590324 t=7086
hao fan 	好烦	c=1 d=0.000283018 t=7086
hao fei jin 	好费劲	c=1 d=1.62949e-09 t=7086
hao gong zuo 	好工作	c=1 d=0.00324708 t=7086
hao ji ge 	好几个	c=1 d=0.0629761 t=7086
hao kun 	好困	c=1 d=7.82971e-05 t=7086
hao le 	好了	c=2 d=2.38196e-05 t=7086
hao rong yi 	好容易	c=1 d=0.0930145 t=7086
hao xiang 	好像	c=1 d=3.87874e-06 t=7086
hao yong 	好用	c=3 d=1.94427e-08 t=7086
he 	和	c=57 d=2.00172 t=7086
he bing 	合并	c=1 d=1.54777e-09 t=7086
he jiu 	喝酒	c=1 d=0.000176005 t=7086
he li 	合理	c=1 d=0.25924 t=7086
he ni 	和你	c=1 d=1.01301e-05 t=7086
he pi jiu 	喝啤酒	c=1 d=0.0337087 t=7086
he shi 	合适	c=1 d=1.34057e-07 t=7086
he tian qi 	和天气	c=1 d=0.414783 t=7086
he tong 	合同	c=2 d=1.14624 t=7086
he wo 	和我	c=1 d=4.67985e-09 t=7086
he zhe ge 	和这个	c=1 d=1.14809e-07 t=7086
hen 	很	c=2 d=7.45124e-07 t=7086
hen bu cuo 	很不错	c=1 d=0.00121866 t=7086
hen da 	很大	c=2 d=4.96993e-07 t=7086
hen hao 	很好	c=1 d=0.000202454 t=7086
hen hao yong 	很好用	c=2 d=2.85281e-07 t=7086
hen man 	很慢	c=2 d=1.72677e-07 t=7086
hen mang 	很忙	c=1 d=0.00169512 t=7086
hen nan 	很难	c=1 d=3.57311e-11 t=7086
hou 	厚	c=3 d=0.57279 t=7086
hou 	后	c=11 d=0.767206 t=7086
hou duan 	后端	c=7 d=1.03098 t=7086
hou dui bi 	后对比	c=1 d=0.000953854 t=7086
hou mian 	后面	c=12 d=1.12042 t=7086
hou qi 	后期	c=1 d=0.666977 t=7086
hou tian 	后天	c=1 d=9.85615e-07 t=7086
hu mu jing 	护目镜	c=1 d=4.63407e-11 t=7086
hua 	话	c=1 d=0.202909 t=7086
hua yan 	化验	c=3 d=1.18771 t=7086
huan 	换	c=3 d=3.50338e-06 t=7086
huan jin 	换进	c=9 d=0.923116 t=7086
huan jing 	环境	c=3 d=0.00896059 t=7086
huan kuan 	还款	c=1 d=1.20674e-05 t=7086
huan yuan 	还原	c=17 d=1.85086 t=7086
hui 	会	c=9 d=0.188385 t=7086
hui bao 	汇报	c=1 d=0.0108347 t=7086
hui bu hui 	会不会	c=4 d=0.640793 t=7086
hui che 	回车	c=2 d=0.0112562 t=7086
hui da 	回答	c=2 d=1.33571e-06 t=7086
hui dao zhi 	会导致	c=1 d=0.68045 t=7086
hui diao han shu 	回调函数	c=1 d=0.38868 t=7086
hui fen 	灰分	c=2 d=0.680944 t=7086
hui fu 	回复	c=5 d=0.00107035 t=7086
hui fu ni 	回复你	c=1 d=1.37783e-06 t=7086
hui hui 	会会	c=1 d=0.0328764 t=7086
hui jia 	回家	c=5 d=5.47043e-06 t=7086
hui qu 	回去	c=7 d=0.000672886 t=7086
hui tou 	回头	c=1 d=3.71766e-07 t=7086
hui tui 	回退	c=2 d=0.0004881 t=7086
hui you 	会有	c=3 d=0.00148649 t=7086
hui zhong 	回中	c=2 d=0.445638 t=7086
hui zong 	汇总	c=2 d=0.4489 t=7086
huo 	或	c=1 d=0.722527 t=7086
huo qu 	获取	c=2 d=0.622289 t=7086
huo yuan 	货源	c=2 d=0.147122 t=7086
huo yun 	货运	c=2 d=0.0113251 t=7086
huo zhe 	或者	c=7 d=1.3391 t=7086
huo zhu 	货主	c=6 d=2.10274 t=7086
ji 	几	c=1 d=0.481909 t=7086
ji 	级	c=1 d=0.794533 t=7086
ji ben 	基本	c=3 d=0.00936833 t=7086
ji ceng 	基层	c=1 d=0.00129402 t=7086
ji cheng 	集成	c=1 d=0.00130051 t=7086
ji cheng xian ka 	集成显卡	c=1 d=0.0156858 t=7086
ji chu 	基础	c=3 d=0.00336899 t=7086
ji chu shang 	基础上	c=1 d=5.99251e-06 t=7086
ji de 	记得	c=2 d=1.12762e-06 t=7086
ji gai 	技改	c=1 d=0.00540733 t=7086
ji guang wu qi 	激光武器	c=1 d=0.818731 t=7086
ji hua 	计划	c=24 d=5.98016 t=7086
ji hua min kua chu 	计划民跨出	c=1 d=0.955997 t=7086
ji hua shang bao 	计划上报	c=1 d=0.913931 t=7086
ji hui 	机会	c=0 d=2.21595e-09 t=7086
ji ke 	即可	c=1 d=9.42566e-11 t=7086
ji qi 	机器	c=1 d=0.694196 t=7086
ji qi 	极其	c=1 d=0.690735 t=7086
ji shu 	技术	c=1 d=0.0110536 t=7086
ji suan qi 	计算器	c=1 d=0.0380064 t=7086
ji tian 	几天	c=1 d=0.00144449 t=7086
ji tuan 	集团	c=0 d=0.0923116 t=7086
ji xian 	极限	c=1 d=0.697676 t=7086
ji xu 	继续	c=3 d=0.0829638 t=7086
ji yao 	纪要	c=1 d=0.0057417 t=7086
ji zhong 	集中	c=1 d=0.292292 t=7086
ji zhuang xiang 	集装箱	c=1 d=0.00673795 t=7086
jia 	家	c=1 d=0.000234044 t=7086
jia ban 	加班	c=4 d=0.0198439 t=7086
jia ge 	价格	c=1 d=5.97907e-09 t=7086
jia hao 	加号	c=1 d=1.2849e-08 t=7086
jia jia 	加价	c=4 d=4.23661e-07 t=7086
jia li mian 	家里面	c=1 d=0.00168667 t=7086
jia qi 	假期	c=1 d=8.87373e-07 t=7086
jia shang 	加上	c=1 d=2.99071e-06 t=7086
jian 	键	c=11 d=2.05333e-08 t=7086
jian 	间	c=1 d=0.474735 t=7086
jian bu dao 	见不到	c=1 d=0.000171659 t=7086
jian cha 	检查	c=1 d=4.09805e-06 t=7086
jian dan 	简单	c=2 d=0.0562964 t=7086
jian hao 	建好	c=3 d=1.43949e-05 t=7086
jian kong 	监控	c=5 d=2.36211 t=7086
jian mian 	见面	c=1 d=0.00140882 t=7086
jian rong 	兼容	c=1 d=0.384813 t=7086
jian shao 	减少	c=1 d=3.20037e-09 t=7086
jian she 	建设	c=1 d=0.0117959 t=7086
jian yi 	建议	c=2 d=5.5141e-06 t=7086
jian zheng 	见证	c=1 d=0.245367 t=7086
jiao 	叫	c=1 d=2.65252e-06 t=7086
jiao fang 	交房	c=1 d=8.87524e-09 t=7086
jiao hu 	交互	c=1 d=0.00923273 t=7086
jiao shou jia 	脚手架	c=1 d=0.044601 t=7086
jiao yan 	教研	c=1 d=0.494109 t=7086
jiao yan 	校验	c=6 d=0.496585 t=7086
jie guo 	结果	c=12 d=0.85982 t=7086
jie jue 	解决	c=6 d=0.232236 t=7086
jie kou 	接口	c=48 d=1.92039 t=7086
jie mian 	界面	c=14 d=2.27743 t=7086
jie qian 	节前	c=1 d=0.010358 t=7086
jie qu 	截取	c=1 d=0.00388746 t=7086
jie ri 	节日	c=2 d=0.0150076 t=7086
jie shou 	接受	c=1 d=0.179066 t=7086
jie suan 	结算	c=2 d=0.276651 t=7086
jie suan dan 	结算单	c=1 d=8.40029e-09 t=7086
jie tu 	截图	c=1 d=0.00377257 t=7086
jie wo 	接我	c=2 d=0.0858632 t=7086
jie xi 	解析	c=4 d=0.0536181 t=7086
jie xia lai 	接下来	c=1 d=9.14554e-09 t=7086
jie zhe 	接着	c=1 d=5.86068e-09 t=7086
jin 	晋	c=1 d=0.856415 t=7086
jin cheng 	进程	c=2 d=5.34783e-07 t=7086
jin du 	进度	c=7 d=0.1392 t=7086
jin e 	金额	c=1 d=1.62528e-08 t=7086
jin li 	尽力	c=1 d=0.355226 t=7086
jin qu 	进去	c=2 d=0.771052 t=7086
jin ru 	进入	c=1 d=3.75439e-05 t=7086
jin tian 	今天	c=10 d=0.9125 t=7086
jin wan 	今晚	c=4 d=0.0335449 t=7086
jin xing 	进行	c=1 d=3.90894e-09 t=7086
jin zhi 	禁止	c=2 d=1.85133 t=7086
jing cha 	净差	c=1 d=0.394554 t=7086
jing chang 	经常	c=1 d=2.76792e-07 t=7086
jing fei 	经费	c=1 d=0.00301245 t=7086
jing gao 	警告	c=1 d=9.35285e-08 t=7086
jing jia cai gou 	竞价采购	c=1 d=0.00975476 t=7086
jing jing 	静静	c=3 d=0.000485056 t=7086
jing li 	经理	c=1 d=0.358796 t=7086
jing qu 	景区	c=1 d=4.17217e-11 t=7086
jing se 	景色	c=5 d=4.29191 t=7086
jing you 	静游	c=5 d=1.6966 t=7086
jiu 	就	c=36 d=2.17923 t=7086
jiu hui 	就会	c=1 d=0.000117391 t=7086
jiu ke yi 	就可以	c=1 d=0.018043 t=7086
jiu shi 	就是	c=14 d=0.103887 t=7086
jiu xu yao 	就需要	c=0 d=6.06944e-10 t=7086
jiu xu yao ni 	就需要你	c=1 d=6.09986e-09 t=7086
jiu yong 	就用	c=1 d=7.12376e-11 t=7086
ju gong 	鞠躬	c=0 d=0.0211189 t=7086
jue de 	觉得	c=2 d=0.00034956 t=7086
jue dui 	绝对	c=1 d=0.0349094 t=7086
jue se 	角色	c=3 d=0.755784 t=7086
ka 	卡	c=3 d=0.000200132 t=7086
ka dun 	卡顿	c=4 d=0.00326114 t=7086
ka ka 	卡卡	c=1 d=0.00135358 t=7086
kai 	凯	c=1 d=8.56998e-09 t=7086
kai 	开	c=1 d=8.6323e-06 t=7086
kai fa 	开发	c=11 d=0.923116 t=7086
kai guan 	开关	c=3 d=2.36103e-05 t=7086
kai hui 	开会	c=1 d=0.00299743 t=7086
kai kai 	凯凯	c=1 d=0.878095 t=7086
kai kai 	开开	c=1 d=0.873716 t=7086
kai qi 	开启	c=3 d=2.05474e-05 t=7086
kai shi 	开始	c=5 d=0.866901 t=7086
kai xin 	开心	c=2 d=0.0699954 t=7086
kan 	看	c=8 d=1.34266 t=7086
kan kan 	看看	c=8 d=0.865023 t=7086
kan lai 	看来	c=10 d=1.6613 t=7086
kan le 	看了	c=1 d=4.2141e-11 t=7086
kan ni 	看你	c=1 d=0.162838 t=7086
kan xi 	看戏	c=1 d=0.000185956 t=7086
kan xia 	看下	c=6 d=0.356136 t=7086
kan zhe 	看着	c=2 d=2.49331e-05 t=7086
kan zhe ge 	看这个	c=1 d=3.9096e-11 t=7086
ke 	可	c=1 d=8.89822e-10 t=7086
ke bu shao 	可不少	c=1 d=0.00311976 t=7086
ke cai 	可采	c=2 d=1.8695 t=7086
ke cai ji hua 	可采计划	c=1 d=0.218712 t=7086
ke hu 	客户	c=1 d=4.30963e-10 t=7086
ke hu duan 	客户端	c=1 d=4.24546e-10 t=7086
ke li 	颗粒	c=1 d=1.29156e-10 t=7086
ke neng 	可能	c=1 d=1.4595e-07 t=7086
ke shi 	可是	c=1 d=0.000652304 t=7086
ke yi 	可以	c=45 d=2.37096 t=7086
kong 	空	c=3 d=7.98271e-09 t=7086
kong zhi 	控制	c=1 d=0.214381 t=7086
kou han 	口含	c=2 d=2.21946e-10 t=7086
ku bi 	苦逼	c=1 d=0.0850088 t=7086
ku bi 	酷毙	c=1 d=0.0845849 t=7086
ku dou 	裤兜	c=1 d=0.0291588 t=7086
kua chu 	跨出	c=0 d=0.095123 t=7086
kua yu 	跨域	c=1 d=0.380983 t=7086
kuai 	快	c=1 d=2.75458e-09 t=7086
kuai jie jian 	快捷键	c=2 d=0.00554422 t=7086
kuai le 	快乐	c=2 d=3.46574e-05 t=7086
kuai le 	快了	c=1 d=3.48311e-05 t=7086
kuan 	款	c=4 d=0.46778 t=7086
kuang 	矿	c=1 d=0.900324 t=7086
kuang jia 	框架	c=1 d=0.301194 t=7086
kuang yu 	诳语	c=1 d=0.379083 t=7086
kui dun 	亏顿	c=1 d=0.38868 t=7086
lai 	来	c=13 d=0.336218 t=7086
lai bu ji 	来不及	c=1 d=6.85982e-08 t=7086
lai shuo 	来说	c=1 d=0.19593 t=7086
lang 	狼	c=1 d=1.21007e-08 t=7086
lao jiu 	老旧	c=1 d=6.0684e-07 t=7086
lao mi 	老米	c=3 d=3.8034e-06 t=7086
lao po 	老婆	c=1 d=2.06614e-08 t=7086
lao shu 	老鼠	c=6 d=0.00162866 t=7086
lao ye jia 	姥爷家	c=1 d=0.000185029 t=7086
le 	了	c=180 d=10.785 t=7086
lei bao 	雷暴	c=1 d=4.09874e-08 t=7086
lei xin 	雷新	c=3 d=1.15482 t=7086
lei xing 	类型	c=6 d=1.1606 t=7086
li 	立	c=2 d=2.3332e-06 t=7086
li 	里	c=2 d=0.506617 t=7086
li ao 	利奥	c=5 d=7.84906e-08 t=7086
li jie 	理解	c=1 d=0.000626727 t=7086
li jin 	礼金	c=1 d=3.60779e-07 t=7086
li mian 	里面	c=20 d=0.661113 t=7086
li shuang 	立爽	c=1 d=1.22244e-10 t=7086
li yuan 	李渊	c=6 d=0.806541 t=7086
lian he 	联合	c=1 d=0.0102549 t=7086
lian jie 	连接	c=3 d=1.19205 t=7086
lian xu 	连续	c=1 d=0.180866 t=7086
lian xu hao ji tian 	连续好几天	c=1 d=0.000170803 t=7086
liang ge 	两个	c=5 d=0.000704356 t=7086
liang hang 	两行	c=1 d=1.7564e-09 t=7086
liang tao 	两套	c=1 d=4.8091e-06 t=7086
liang xiang 	亮相	c=1 d=0.826959 t=7086
liao jie 	了解	c=1 d=1.60523e-09 t=7086
lie 	列	c=13 d=1.63302e-05 t=7086
lie biao 	列表	c=33 d=0.894177 t=7086
lie chu 	列出	c=1 d=0.344728 t=7086
ling dao 	领导	c=1 d=3.04325e-05 t=7086
ling yi ge 	另一个	c=1 d=2.26618e-07 t=7086
liu 	流	c=1 d=0.0229371 t=7086
liu cheng 	流程	c=5 d=0.102863 t=7086
liu lan qi 	浏览器	c=2 d=0.000252515 t=7086
lou 	楼	c=1 d=8.74311e-09 t=7086
lu gang 	陆港	c=3 d=1.08771 t=7086
lu you 	路由	c=1 d=0.000241172 t=7086
luo ji 	逻辑	c=17 d=3.59613 t=7086
luo shi 	落实	c=1 d=0.0101022 t=7086
luo suo 	啰唆	c=1 d=0.418951 t=7086
ma 	吗	c=45 d=1.28314 t=7086
ma 	妈	c=1 d=8.65464e-07 t=7086
ma shang 	马上	c=1 d=0.0342181 t=7086
man 	慢	c=1 d=3.86873e-05 t=7086
man 	满	c=2 d=3.86629e-05 t=7086
man man 	慢慢	c=1 d=6.80914e-09 t=7086
mang 	忙	c=1 d=6.94669e-09 t=7086
me 	么	c=1 d=4.06916e-11 t=7086
mei cang 	煤仓	c=3 d=1.46483 t=7086
mei ci 	每次	c=3 d=0.0016219 t=7086
mei ji du 	每季度	c=1 d=0.0123389 t=7086
mei ju 	枚举	c=4 d=0.43914 t=7086
mei ju zhi 	枚举值	c=1 d=0.290835 t=7086
mei quan xian 	没权限	c=1 d=0.918512 t=7086
mei sha 	没啥	c=1 d=0.00304273 t=7086
mei shi 	没事	c=2 d=0.205991 t=7086
mei tan 	煤炭	c=1 d=0.00687406 t=7086
mei tan zhi liang 	煤炭质量	c=1 d=0.00729913 t=7086
mei tian 	每天	c=1 d=0.00852289 t=7086
mei wen ti 	没问题	c=1 d=0.00527382 t=7086
mei yong 	没用	c=1 d=2.1232e-05 t=7086
mei you 	没有	c=33 d=1.61696 t=7086
mei zhi 	媒质	c=1 d=0.0106202 t=7086
mei zhi 	每只	c=1 d=3.55347e-05 t=7086
mei zhi 	煤质	c=1 d=0.0107269 t=7086
men di 	门第	c=0 d=4.36272e-08 t=7086
men kou 	门口	c=1 d=0.529936 t=7086
mian 	面	c=1 d=4.12222e-07 t=7086
mian qian 	面前	c=1 d=3.0585e-05 t=7086
miao kai kai 	苗凯凯	c=2 d=0.891179 t=7086
miao shu 	描述	c=4 d=0.0224929 t=7086
min 	民	c=0 d=0.095123 t=7086
min su 	民俗	c=1 d=0.00173804 t=7086
min zi 	抿子	c=1 d=0.261846 t=7086
ming 	名	c=1 d=2.42422e-06 t=7086
ming cheng 	名称	c=9 d=0.301194 t=7086
ming hou tian 	明后天	c=1 d=0.000273105 t=7086
ming ri 	明日	c=3 d=0.0844293 t=7086
ming tian 	明天	c=11 d=0.0839739 t=7086
ming xi 	明细	c=1 d=0.960789 t=7086
ming xian 	明显	c=1 d=0.000665481 t=7086
ming zi 	名字	c=2 d=0.263158 t=7086
mo 	魔	c=0 d=2.21595e-09 t=7086
mo ban 	末班	c=5 d=1.37683e-09 t=7086
mo ban 	模板	c=10 d=3.06802e-08 t=7086
mo hu 	模糊	c=2 d=1.91678 t=7086
mo hu yin 	模糊音	c=2 d=1.84645 t=7086
mo ji hui 	魔机会	c=1 d=2.22706e-08 t=7086
mo ren 	默认	c=3 d=0.70822 t=7086
mo ren zhi 	默认值	c=2 d=0.694196 t=7086
mo shi 	模式	c=2 d=0.00618895 t=7086
mo xing 	模型	c=1 d=4.84654e-09 t=7086
mu biao 	目标	c=1 d=0.0125881 t=7086
mu cai 	木材	c=1 d=0.00615802 t=7086
mu qian 	目前	c=5 d=0.0328674 t=7086
na 	那	c=1 d=1.11415e-07 t=7086
na bian 	那边	c=3 d=0.774989 t=7086
na dao 	拿到	c=1 d=0.000717312 t=7086
na ge 	那个	c=28 d=1.48985 t=7086
na hui 	那会	c=3 d=0.666129 t=7086
na jiu 	那就	c=2 d=0.000267872 t=7086
na li 	那里	c=9 d=0.995042 t=7086
na me 	那么	c=2 d=0.440432 t=7086
na ni 	那你	c=2 d=0.0257325 t=7086
na wo 	那我	c=3 d=0.00396603 t=7086
na xie 	那些	c=4 d=0.077888 t=7086
na zhong gan shou 	那种感受	c=1 d=3.60902e-11 t=7086
nan 	南	c=2 d=0.98945 t=7086
nan dao 	难道	c=2 d=0.782704 t=7086
nan duan 	南端	c=2 d=0.965555 t=7086
ne 	呢	c=9 d=0.83527 t=7086
nei 	内	c=2 d=0.00157306 t=7086
nei bu 	内部	c=1 d=0.59452 t=7086
nei cun 	内存	c=1 d=0.467666 t=7086
nei rong 	内容	c=40 d=3.23848 t=7086
nei zhi 	内置	c=1 d=3.57128e-05 t=7086
neng li 	能力	c=1 d=0.0049667 t=7086
ni 	你	c=40 d=2.30049 t=7086
ni an zhao 	你按照	c=1 d=8.29523e-08 t=7086
ni ba 	你把	c=1 d=1.54238e-07 t=7086
ni ba ni de 	你把你的	c=1 d=2.93908e-07 t=7086
ni chou kong 	你抽空	c=2 d=1.58914e-05 t=7086
ni dao 	你到	c=3 d=0.112075 t=7086
ni de 	你的	c=2 d=1.12657e-05 t=7086
ni gei wo 	你给我	c=1 d=3.88816e-05 t=7086
ni gei wo you hua 	你给我优化	c=1 d=3.12135e-09 t=7086
ni hai shi 	你还是	c=1 d=5.36921e-08 t=7086
ni hao 	你好	c=6 d=0.479332 t=7086
ni hou mian 	你后面	c=1 d=1.5383e-08 t=7086
ni jiu 	你就	c=1 d=6.98033e-07 t=7086
ni kan kan 	你看看	c=2 d=0.00393167 t=7086
ni kan xia 	你看下	c=1 d=0.726149 t=7086
ni ke yi 	你可以	c=2 d=6.86503e-09 t=7086
ni lai 	你来	c=1 d=9.56648e-09 t=7086
ni mai 	你买	c=1 d=8.61294e-09 t=7086
ni men 	你们	c=5 d=0.65703 t=7086
ni na bian 	你那边	c=1 d=0.00110269 t=7086
ni qu 	你去	c=1 d=6.67545e-11 t=7086
ni ru guo 	你如果	c=1 d=0.140156 t=7086
ni shuo 	你说	c=1 d=2.87393e-08 t=7086
ni ti yan 	你体验	c=1 d=1.70009e-08 t=7086
ni wen xia 	你问下	c=1 d=1.37451e-07 t=7086
ni xian mang 	你先忙	c=1 d=4.87167e-11 t=7086
ni xian zai 	你现在	c=2 d=0.690735 t=7086
ni xiang 	你想	c=1 d=2.10243e-07 t=7086
ni xiang yao 	你想要	c=1 d=3.97829e-10 t=7086
ni xu yao 	你需要	c=1 d=6.77518e-09 t=7086
ni yao 	你要	c=0 d=3.60779e-08 t=7086
ni yao bu 	你要不	c=2 d=0.214553 t=7086
ni yao you 	你要有	c=1 d=3.62588e-07 t=7086
ni yi hui 	你一会	c=1 d=2.07649e-08 t=7086
ni you 	你有	c=1 d=8.10998e-07 t=7086
ni zai 	你在	c=2 d=0.32304 t=7086
nong 	弄	c=2 d=2.58708e-06 t=7086
nong hao 	弄好	c=1 d=3.30637e-10 t=7086
nong le 	弄了	c=1 d=0.062662 t=7086
nong yi ge 	弄一个	c=1 d=2.06045e-05 t=7086
nuo 	诺	c=1 d=0.000209665 t=7086
pai zhao pian 	拍照片	c=1 d=2.51057e-06 t=7086
pan duan 	判断	c=4 d=1.4166 t=7086
pang bian 	旁边	c=1 d=1.82305e-06 t=7086
pao tong 	跑通	c=1 d=0.219808 t=7086
pei cuo 	配错	c=1 d=9.87998e-06 t=7086
pei he 	配合	c=3 d=1.58356e-07 t=7086
pei zhi 	配置	c=20 d=1.43068 t=7086
pei zhi xiang 	配置项	c=1 d=0.198891 t=7086
pi liang 	批量	c=1 d=0.0361528 t=7086
pi pei 	匹配	c=1 d=0.456119 t=7086
pi zhong 	皮重	c=1 d=1.08421e-10 t=7086
pian 	片	c=1 d=1.25339e-10 t=7086
pian duan 	片段	c=1 d=0.0483156 t=7086
piao 	票	c=1 d=0.00927901 t=7086
pin hua 	拼花	c=1 d=0.285076 t=7086
pin pu 	频谱	c=1 d=0.869358 t=7086
pin yin 	拼音	c=1 d=0.95123 t=7086
ping hua 	平滑	c=1 d=0.286505 t=7086
ping jie 	凭借	c=1 d=1.87436e-09 t=7086
ping mu 	屏幕	c=3 d=0.921249 t=7086
ping pu 	平铺	c=2 d=0.882497 t=7086
ping shen 	评审	c=4 d=1.76072 t=7086
ping shi 	平时	c=2 d=0.0214113 t=7086
ping tai 	平台	c=1 d=0.0127147 t=7086
po bing 	破冰	c=1 d=0.00802655 t=7086
pu di lan 	蒲地蓝	c=1 d=1.24092e-10 t=7086
qi dao 	起到	c=2 d=0.0278959 t=7086
qi dong 	启动	c=5 d=0.0287333 t=7086
qi jian 	期间	c=2 d=0.0150828 t=7086
qi lai 	起来	c=1 d=3.32984e-05 t=7086
qi pao 	旗袍	c=2 d=0.468148 t=7086
qi pao 	气泡	c=0 d=0.0227638 t=7086
qi pao ti shi 	气泡提示	c=1 d=0.228778 t=7086
qi shi 	其实	c=1 d=1.51907e-07 t=7086
qi ta 	其他	c=6 d=0.00156769 t=7086
qi ye 	企业	c=1 d=0.000256085 t=7086
qi yong 	弃用	c=1 d=0.196912 t=7086
qi yun 	汽运	c=1 d=0.00790705 t=7086
qian duan 	前端	c=9 d=1.91306 t=7086
qian fen hao 	千分号	c=1 d=0.509156 t=7086
qian mian 	前面	c=1 d=1.56559e-09 t=7086
qian ming 	签名	c=1 d=6.30083e-08 t=7086
qian zhui 	前缀	c=1 d=2.03012e-07 t=7086
qiang 	强	c=3 d=0.0272868 t=7086
qiang 	枪	c=1 d=0.465334 t=7086
qiang ji 	枪机	c=2 d=1.0088 t=7086
qiang xin 	强心	c=1 d=0.23457 t=7086
qiang xing 	强行	c=1 d=0.235746 t=7086
qie 	且	c=1 d=9.75974e-09 t=7086
qie huan 	切换	c=7 d=0.909373 t=7086
qin 	亲	c=0 d=0.0548812 t=7086
qin chong xin 	亲重新	c=1 d=0.551562 t=7086
qin hai 	侵害	c=1 d=1.62921e-07 t=7086
qin kuang 	亲况	c=1 d=0.66034 t=7086
qin qiu 	亲求	c=4 d=0.941641 t=7086
qing 	请	c=1 d=0.0551562 t=7086
qing bang 	轻磅	c=1 d=0.479505 t=7086
qing cong xin 	请从新	c=1 d=0.554327 t=7086
qing hua 	清华	c=1 d=1.63738e-07 t=7086
qing jia 	请假	c=1 d=2.56748e-05 t=7086
qing kuang 	情况	c=4 d=0.66365 t=7086
qing kuang xia 	情况下	c=1 d=0.00127476 t=7086
qing qiu 	请求	c=7 d=1.3938 t=7086
qiu ji 	球机	c=4 d=1.88449 t=7086
qu 	去	c=2 d=5.43716e-07 t=7086
qu chu 	取出	c=3 d=0.971128 t=7086
qu diao 	去掉	c=2 d=0.236928 t=7086
qu fen 	区分	c=1 d=7.06993e-10 t=7086
quan fang mian 	全方面	c=1 d=0.0116786 t=7086
quan ju 	全局	c=27 d=0.97032 t=7086
quan ping 	全屏	c=1 d=1.51932e-09 t=7086
quan xian 	权限	c=12 d=1.73038 t=7086
quan xin 	全新	c=1 d=0.20089 t=7086
que ding 	确定	c=4 d=0.32712 t=7086
que ren 	确认	c=2 d=0.000260807 t=7086
que shao 	缺少	c=2 d=9.71359e-06 t=7086
que shi 	确实	c=1 d=3.41414e-05 t=7086
qun li mian 	群里面	c=1 d=4.13066e-11 t=7086
ran 	然	c=0 d=1.78294e-10 t=7086
ran bu shi 	然不是	c=1 d=1.79188e-09 t=7086
ran hou 	然后	c=9 d=0.0583245 t=7086
ran zhi 	染指	c=0 d=1.54229e-10 t=7086
rang 	让	c=10 d=0.83527 t=7086
rang ni 	让你	c=2 d=0.0485578 t=7086
rang qiu 	让球	c=1 d=9.42406e-09 t=7086
rang ta 	让他	c=2 d=0.301194 t=7086
rang wo 	让我	c=3 d=8.65763e-07 t=7086
rao 	绕	c=0 d=1.54229e-10 t=7086
rao da ran zhi 	绕大染指	c=1 d=1.55002e-09 t=7086
ren 	人	c=3 d=0.00313555 t=7086
ren he 	任何	c=1 d=0.00196945 t=7086
ren li 	人力	c=1 d=0.0131675 t=7086
ren men 	人们	c=1 d=5.65814e-07 t=7086
ren wu 	任务	c=7 d=0.572928 t=7086
ren yuan 	人员	c=5 d=0.0141552 t=7086
ren zheng 	认证	c=1 d=0.25666 t=7086
ri li 	日历	c=1 d=0.615697 t=7086
ri qi 	日期	c=1 d=0.790571 t=7086
ri zhi 	日志	c=8 d=0.786628 t=7086
ri zhi guan li 	日志管理	c=2 d=0.000495794 t=7086
rong cuo lv 	容错率	c=1 d=0.438235 t=7086
ru 	如	c=0 d=5.68747e-10 t=7086
ru guo 	如果	c=11 d=1.98417 t=7086
ru guo xin 	如国信	c=1 d=5.71598e-09 t=7086
ru he 	如何	c=20 d=1.54678 t=7086
ru ku 	入库	c=0 d=2.56085e-05 t=7086
ru ku ming xi 	入库明细	c=1 d=0.000257369 t=7086
ruan jian 	软件	c=1 d=1.40614e-10 t=7086
ruan mu 	软木	c=0 d=1.39215e-11 t=7086
sai feng 	赛风	c=1 d=0.852143 t=7086
san chu 	三处	c=1 d=0.205975 t=7086
san chu 	散出	c=2 d=0.978055 t=7086
sang zi 	嗓子	c=3 d=1.8791e-10 t=7086
se zhi 	色织	c=2 d=1.34961 t=7086
sha 	啥	c=0 d=2.09772e-11 t=7086
sha deng 	纱灯	c=1 d=3.77292e-10 t=7086
sha deng sai feng 	纱灯赛风	c=1 d=1.66241e-09 t=7086
sha fa 	沙发	c=1 d=1.86952e-08 t=7086
