# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	7086
#@/user_id	76c8a36a-966b-414b-94e3-75dde62f30cd
sha sai feng 	啥赛风	c=1 d=2.10823e-10 t=7086
shai 	晒	c=0 d=1.99127e-09 t=7086
shai fen fang 	晒芬芳	c=1 d=1.8325e-08 t=7086
shai gai fa 	晒该法	c=1 d=1.68753e-09 t=7086
shan chu 	删除	c=9 d=1.79875 t=7086
shan yi 	善意	c=1 d=0.008396 t=7086
shang 	上	c=3 d=0.449338 t=7086
shang bao 	上报	c=5 d=1.81481 t=7086
shang bao fang 	上报放	c=1 d=0.22091 t=7086
shang cheng 	商城	c=18 d=0.0203527 t=7086
shang chuan 	上传	c=13 d=2.08438 t=7086
shang ci 	上次	c=1 d=0.000476044 t=7086
shang cuan 	上窜	c=5 d=1.69087 t=7086
shang hu 	商户	c=1 d=0.486752 t=7086
shang mian 	上面	c=10 d=1.38104 t=7086
shang pin 	商品	c=4 d=2.41352e-06 t=7086
shang qu 	上去	c=1 d=2.8025e-06 t=7086
shang wu 	上午	c=1 d=3.33041e-07 t=7086
shang xian 	上线	c=4 d=0.0082409 t=7086
shang xian 	上限	c=5 d=2.16539e-05 t=7086
shang yi ge 	上一个	c=1 d=0.00568457 t=7086
shao dong xi 	烧东西	c=1 d=5.7864e-06 t=7086
she bu de 	舍不得	c=1 d=0.00146632 t=7086
she ding 	设定	c=2 d=1.45695 t=7086
she ji 	设计	c=2 d=0.0113976 t=7086
she ji gao 	设计稿	c=1 d=0.0539337 t=7086
she zhi 	设置	c=60 d=2.40375 t=7086
shen ai 	深爱	c=1 d=1.76065e-08 t=7086
shen deng 	神灯	c=1 d=1.69599e-09 t=7086
shen he 	审核	c=1 d=0.29427 t=7086
shen he jie mian 	审核界面	c=1 d=0.25924 t=7086
shen pi 	审批	c=2 d=0.000438827 t=7086
shen qing 	申请	c=1 d=0.000221519 t=7086
shen xian 	神仙	c=1 d=5.38219e-07 t=7086
sheng bing 	生病	c=1 d=0.0934807 t=7086
sheng cheng 	生成	c=3 d=0.187308 t=7086
sheng he 	生和	c=1 d=0.257947 t=7086
sheng huo 	生活	c=1 d=1.73443e-08 t=7086
sheng ji 	升级	c=3 d=0.781349 t=7086
sheng ri 	生日	c=1 d=6.31821e-11 t=7086
sheng ri kuai le 	生日快乐	c=1 d=6.38171e-11 t=7086
sheng xia 	剩下	c=1 d=3.3396e-10 t=7086
sheng yu 	剩余	c=3 d=2.67877 t=7086
shi 	世	c=0 d=0.0923116 t=7086
shi 	是	c=63 d=1.70292 t=7086
shi bu shi 	是不是	c=10 d=0.995699 t=7086
shi chang 	市场	c=1 d=0.0701173 t=7086
shi chang fei huo yuan 	市场非货源	c=2 d=1.48349 t=7086
shi chang hua 	市场化	c=1 d=0.00786762 t=7086
shi dang 	适当	c=1 d=0.0124007 t=7086
shi de 	是的	c=8 d=0.955997 t=7086
shi de ji tuan 	世德集团	c=2 d=0.927743 t=7086
shi fei 	是非	c=1 d=0.701173 t=7086
shi fou 	是否	c=1 d=0.28224 t=7086
shi hou 	时候	c=19 d=2.21059 t=7086
shi jian 	时间	c=7 d=1.06243 t=7086
shi me 	什么	c=24 d=0.782987 t=7086
shi ni 	是你	c=1 d=4.43936e-06 t=7086
shi qing 	事情	c=2 d=8.52912e-06 t=7086
shi shou 	实收	c=1 d=0.339596 t=7086
shi wo 	是我	c=2 d=0.0015415 t=7086
shi xian 	实现	c=2 d=3.50797e-09 t=7086
shi xiao 	失效	c=1 d=6.33241e-08 t=7086
shi xu yao 	视需要	c=1 d=0.000921047 t=7086
shi yi 	事宜	c=0 d=2.53537e-05 t=7086
shi yong 	使用	c=319 d=4.02419 t=7086
shi zhe yang zi 	是这样子	c=1 d=2.15009e-06 t=7086
shou dao 	收到	c=2 d=0.00172944 t=7086
shou gou 	收购	c=1 d=4.92063e-11 t=7086
shou shang 	手上	c=2 d=2.55876e-06 t=7086
shou suo 	收缩	c=6 d=2.12812 t=7086
shu chu 	输出	c=3 d=0.1867 t=7086
shu ju 	数据	c=19 d=2.72342 t=7086
shu ju yuan 	数据源	c=1 d=0.00116504 t=7086
shu liang 	数量	c=1 d=0.71177 t=7086
shu ru 	输入	c=12 d=0.955997 t=7086
shu ru fa 	输入法	c=9 d=2.67466 t=7086
shu ru ji hua 	输入计划	c=1 d=2.10752e-06 t=7086
shu xie 	书写	c=2 d=0.0495764 t=7086
shu xin 	舒心	c=1 d=0.852143 t=7086
shu xing 	属性	c=1 d=0.856415 t=7086
shu zhu 	属猪	c=1 d=0.895834 t=7086
shu zu 	数组	c=4 d=0.900324 t=7086
shua xin 	刷新	c=2 d=0.000254197 t=7086
shuai a 	帅啊	c=0 d=1.24973e-06 t=7086
shuang 	爽	c=1 d=9.85951e-11 t=7086
shui fen 	水分	c=2 d=0.675838 t=7086
shun bian 	顺便	c=1 d=0.000160856 t=7086
shuo 	说	c=2 d=5.73353e-07 t=7086
shuo min 	说民	c=2 d=0.88477 t=7086
shuo ming 	说明	c=3 d=0.889204 t=7086
shuo ni 	说你	c=1 d=1.33044e-06 t=7086
shuo shi 	说是	c=1 d=0.000636198 t=7086
shuo shi hua 	说实话	c=1 d=0.00142298 t=7086
shuo xia 	说下	c=2 d=0.0769223 t=7086
si ji 	司机	c=1 d=0.10383 t=7086
si wu ji dan 	肆无忌惮	c=1 d=0.000174253 t=7086
sou gou 	搜狗	c=6 d=8.22436e-07 t=7086
sou suo 	搜索	c=3 d=0.00497824 t=7086
su du 	速度	c=2 d=9.36401e-08 t=7086
sun jia gou 	孙家沟	c=1 d=0.0105672 t=7086
suo xia 	所辖	c=1 d=3.14405e-06 t=7086
suo yi 	所以	c=1 d=6.91322e-11 t=7086
suo you 	所有	c=6 d=0.000156112 t=7086
ta 	他	c=4 d=0.757988 t=7086
ta hui 	他会	c=1 d=5.63088e-09 t=7086
ta jiu 	他就	c=1 d=5.80237e-09 t=7086
ta men 	他们	c=2 d=3.29836e-07 t=7086
tai 	太	c=1 d=4.17146e-09 t=7086
tan chi she 	贪吃蛇	c=1 d=6.67431e-09 t=7086
tan kuang 	弹框	c=4 d=0.433878 t=7086
tao can 	套餐	c=1 d=0.951229 t=7086
te bie 	特别	c=1 d=0.00951391 t=7086
teng 	疼	c=3 d=1.94384e-10 t=7086
ti ce 	提测	c=5 d=0.193508 t=7086
ti che 	提车	c=2 d=1.31157e-07 t=7086
ti che shi jian 	提车时间	c=1 d=8.27663e-11 t=7086
ti huan 	替换	c=1 d=5.67375e-10 t=7086
ti hui 	体会	c=1 d=3.59102e-11 t=7086
ti jiao 	提交	c=16 d=1.12153 t=7086
ti qian 	提前	c=2 d=0.0107926 t=7086
ti sheng 	提升	c=7 d=0.899035 t=7086
ti shi 	提示	c=22 d=0.917393 t=7086
ti wen 	提问	c=1 d=3.92853e-09 t=7086
ti xian 	体现	c=1 d=0.158025 t=7086
ti xing 	提醒	c=1 d=0.00848038 t=7086
ti yan 	体验	c=2 d=5.59235e-07 t=7086
tian 	天	c=2 d=5.66199e-09 t=7086
tian 	田	c=1 d=8.52724e-09 t=7086
tian an men 	天安门	c=1 d=3.39885e-11 t=7086
tian chang 	天长	c=1 d=0.329559 t=7086
tian cheng 	天成	c=4 d=1.36207 t=7086
tian jia 	添加	c=44 d=9.13957 t=7086
tian ju 	填具	c=1 d=0.937068 t=7086
tiao 	条	c=0 d=0.0211189 t=7086
tiao jian 	条件	c=1 d=5.60375e-11 t=7086
tiao ju gong 	条鞠躬	c=1 d=0.212248 t=7086
tiao pei 	调配	c=1 d=0.0263839 t=7086
tiao yong 	条用	c=1 d=0.000432902 t=7086
tiao zheng 	调整	c=2 d=0.927743 t=7086
tiao zhuan 	跳转	c=2 d=1.40278 t=7086
tie lu 	铁路	c=2 d=0.970397 t=7086
ting 	厅	c=0 d=1.70038e-11 t=7086
ting zhang 	厅长	c=2 d=0.000302223 t=7086
tong bu 	同步	c=2 d=1.95556 t=7086
tong guo 	通过	c=8 d=0.00436124 t=7086
tong ku 	痛苦	c=1 d=0.0800583 t=7086
tong yang 	同样	c=1 d=0.814648 t=7086
tong yi 	统一	c=3 d=0.660386 t=7086
tong yi ge 	同一个	c=1 d=0.810584 t=7086
tong yi xiu gai 	同意修改	c=1 d=0.657047 t=7086
tong zhi 	通知	c=3 d=0.106994 t=7086
tu 	吐	c=1 d=2.79621e-09 t=7086
tu biao 	图标	c=1 d=0.418951 t=7086
tu pian 	图片	c=2 d=1.23841e-06 t=7086
tu ran 	突然	c=1 d=2.42463e-08 t=7086
tuan dui 	团队	c=1 d=0.0132999 t=7086
tui huan 	退还	c=1 d=1.23729e-05 t=7086
tui hui lai 	退回来	c=1 d=1.22498e-05 t=7086
tui hui qu 	退回去	c=1 d=1.32039e-05 t=7086
tui song 	推送	c=1 d=0.410656 t=7086
tuo yun 	托运	c=1 d=0.631287 t=7086
tuo yun dan wei 	托运单位	c=1 d=0.546074 t=7086
wa 	娃	c=1 d=8.48327e-07 t=7086
wai fu 	外敷	c=1 d=1.75186e-08 t=7086
wai jie 	外界	c=1 d=0.0145524 t=7086
wan 	完	c=0 d=2.17732e-08 t=7086
wan bi 	完毕	c=1 d=0.037068 t=7086
wan cheng 	完成	c=2 d=0.0819341 t=7086
wan dian zou 	晚点走	c=1 d=0.0902655 t=7086
wan le 	弯了	c=1 d=4.27706e-09 t=7086
wan shang 	晚上	c=2 d=0.0678809 t=7086
wan zi 	弯子	c=1 d=1.63766e-09 t=7086
wang 	网	c=1 d=5.52032e-11 t=7086
wang guan 	网管	c=1 d=0.927743 t=7086
wang huo 	网货	c=1 d=8.7446e-11 t=7086
wang ji 	忘记	c=1 d=0.00414854 t=7086
wang luo 	网络	c=1 d=0.54335 t=7086
wang yun 	王允	c=1 d=1.68317e-08 t=7086
wang yun fei 	王云飞	c=5 d=0.0224059 t=7086
wang zhan 	网站	c=1 d=6.77403e-07 t=7086
wei 	为	c=3 d=0.0268474 t=7086
wei 	未	c=2 d=0.524704 t=7086
wei chu li 	未处理	c=1 d=0.364219 t=7086
wei dui jie 	为对接	c=1 d=0.26982 t=7086
wei he 	为何	c=1 d=0.882497 t=7086
wei hu 	维护	c=1 d=0.00914087 t=7086
wei le 	为了	c=3 d=0.40657 t=7086
wei luan 	未乱	c=1 d=1.99541e-10 t=7086
wei sha 	为啥	c=1 d=0.00318278 t=7086
wei tuo cai gou 	委托采购	c=1 d=0.449329 t=7086
wei xiang ying 	未响应	c=1 d=2.78179e-07 t=7086
wei xin 	微信	c=2 d=1.43184e-05 t=7086
wei yuan hui 	委员会	c=2 d=0.0230197 t=7086
wei yue jin 	违约金	c=1 d=1.21887e-05 t=7086
wen 	文	c=1 d=1.19206e-08 t=7086
wen an 	文案	c=2 d=0.458406 t=7086
wen ben 	文本	c=2 d=0.511709 t=7086
wen ben nei rong 	文本内容	c=2 d=1.1867 t=7086
wen dang 	文档	c=5 d=0.160884 t=7086
wen ding 	稳定	c=1 d=0.00778933 t=7086
wen ding xing 	稳定性	c=1 d=0.0128424 t=7086
wen gang 	文刚	c=7 d=0.026703 t=7086
wen hao 	文浩	c=3 d=1.86014 t=7086
wen jian 	文件	c=34 d=1.2756 t=7086
wen ti 	问题	c=15 d=1.20688 t=7086
wen zi 	文字	c=11 d=1.89771 t=7086
wo 	我	c=90 d=2.66199 t=7086
wo an zhao 	我按照	c=1 d=0.360595 t=7086
wo ba 	我把	c=4 d=1.14094 t=7086
wo bu 	我不	c=0 d=1.60108e-09 t=7086
wo bu gei ni 	我不给你	c=1 d=1.60911e-08 t=7086
wo bu ming bai 	我不明白	c=1 d=7.56427e-11 t=7086
wo bu shu 	我不熟	c=1 d=8.14925e-05 t=7086
wo chong xin 	我重新	c=1 d=1.88311e-05 t=7086
wo da dian hua 	我打电话	c=1 d=1.3606e-05 t=7086
wo dai 	我带	c=0 d=3.78426e-11 t=7086
wo dai ma 	我带吗	c=1 d=3.80323e-10 t=7086
wo dai zhe 	我带着	c=1 d=8.35697e-07 t=7086
wo dan xin 	我担心	c=1 d=0.111359 t=7086
wo de 	我的	c=12 d=1.3547 t=7086
wo de dao 	我得到	c=1 d=0.0018363 t=7086
wo dian ji 	我点击	c=1 d=6.0548e-10 t=7086
wo dian le 	我点了	c=1 d=0.701174 t=7086
wo dian nao 	我电脑	c=1 d=0.000323925 t=7086
wo dou 	我都	c=1 d=1.45573e-06 t=7086
wo fa xian 	我发现	c=4 d=0.000117009 t=7086
wo fen bie 	我分别	c=1 d=0.000409735 t=7086
wo gai yi xia 	我改一下	c=1 d=1.7646e-05 t=7086
wo gei ni 	我给你	c=2 d=5.0468e-05 t=7086
wo hai 	我还	c=1 d=1.25967e-10 t=7086
wo he bing 	我合并	c=1 d=1.45975e-09 t=7086
wo hui qu 	我回去	c=1 d=3.29727e-07 t=7086
wo jiang 	我将	c=0 d=5.44943e-07 t=7086
wo jiang ni 	我将你	c=1 d=5.47674e-06 t=7086
wo jin wan 	我今晚	c=1 d=1.91685e-08 t=7086
wo jiu 	我就	c=3 d=0.000469543 t=7086
wo kan 	我看	c=2 d=2.8089e-05 t=7086
wo ke yi 	我可以	c=1 d=6.59196e-10 t=7086
wo li jie 	我理解	c=1 d=1.43777e-07 t=7086
wo liu 	我留	c=0 d=0.000423234 t=7086
wo liu zhe ba 	我留这把	c=1 d=0.00425356 t=7086
wo ma 	我妈	c=1 d=9.00784e-07 t=7086
wo mei kan dao 	我没看到	c=1 d=4.11005e-11 t=7086
wo mei mei 	我妹妹	c=1 d=1.41979e-06 t=7086
wo men 	我们	c=3 d=0.0319149 t=7086
wo men di 	我门第	c=1 d=4.38459e-07 t=7086
wo ming hou tian 	我明后天	c=1 d=2.55468e-05 t=7086
wo ming tian 	我明天	c=1 d=3.27236e-06 t=7086
wo mu qian 	我目前	c=1 d=1.43455e-10 t=7086
wo qian duan 	我前端	c=2 d=0.292339 t=7086
wo rang ni 	我让你	c=1 d=0.0544757 t=7086
wo ru he 	我如何	c=1 d=5.21053e-08 t=7086
wo ru he se zhi 	我如何色织	c=1 d=0.814648 t=7086
wo shan chu 	我删除	c=1 d=0.00410726 t=7086
wo sheng ji 	我升级	c=1 d=3.19928e-05 t=7086
wo shi 	我是	c=3 d=0.00387349 t=7086
wo shi bu shi 	我是不是	c=1 d=7.63899e-09 t=7086
wo shi yong 	我是用	c=3 d=0.000225701 t=7086
wo shuo 	我说	c=1 d=4.04886e-11 t=7086
wo shuo de 	我说的	c=1 d=0.00147367 t=7086
wo ting 	我听	c=1 d=4.57612e-10 t=7086
wo wu fa 	我无法	c=1 d=7.35846e-10 t=7086
wo xi fu 	我媳妇	c=1 d=8.23255e-07 t=7086
wo xi tong 	我系统	c=1 d=7.4107e-05 t=7086
wo xi wang 	我希望	c=4 d=0.0179331 t=7086
wo xia zai 	我下载	c=1 d=2.77556e-10 t=7086
wo xian ba 	我先把	c=1 d=0.000110321 t=7086
wo xian ba wo 	我先把我	c=1 d=0.00108086 t=7086
wo xian mu 	我羡慕	c=1 d=0.0434998 t=7086
wo xiang 	我想	c=4 d=0.2982 t=7086
wo yao 	我要	c=1 d=6.44256e-05 t=7086
wo ye 	我也	c=2 d=0.56271 t=7086
wo yi ge ren 	我一个人	c=2 d=1.83352e-06 t=7086
wo you 	我有	c=0 d=1.7252e-05 t=7086
wo you ke yi 	我有可以	c=1 d=0.000173384 t=7086
wo zai 	我在	c=1 d=7.96997e-08 t=7086
wo zhe bian 	我这边	c=6 d=0.756952 t=7086
wo zhe ji tian 	我这几天	c=2 d=1.78706e-06 t=7086
wo zhi qian 	我之前	c=1 d=4.66697e-06 t=7086
wo zhou si 	我周四	c=2 d=3.92646e-06 t=7086
wo zuo 	我做	c=1 d=0.594521 t=7086
wu fa 	无法	c=6 d=1.01471e-06 t=7086
wu fa jie jue 	无法解决	c=1 d=3.05902e-07 t=7086
wu liao guan li 	物料管理	c=1 d=0.000253537 t=7086
wu liu 	物流	c=4 d=0.962375 t=7086
wu liu gong si 	物流公司	c=2 d=0.494429 t=7086
wu liu ji hua 	物流计划	c=1 d=0.246597 t=7086
wu shu ju 	无数据	c=1 d=0.810584 t=7086
wu wen jian 	无文件	c=1 d=0.657046 t=7086
wu xian 	无线	c=1 d=1.86051e-10 t=7086
wu xu 	无须	c=1 d=0.00442715 t=7086
wu yong 	无用	c=4 d=0.414036 t=7086
xi fu 	媳妇	c=1 d=9.60459e-07 t=7086
xi tong 	系统	c=6 d=1.46089 t=7086
xi wang 	希望	c=2 d=0.00269928 t=7086
xia 	下	c=19 d=0.666977 t=7086
xia ban 	下班	c=3 d=0.121958 t=7086
xia la 	下拉	c=1 d=1.01826e-07 t=7086
xia lai 	下来	c=1 d=2.53667e-10 t=7086
xia mian 	下面	c=3 d=1.58979e-05 t=7086
xia yi ge 	下一个	c=1 d=0.00562801 t=7086
xia zai 	下载	c=9 d=0.238 t=7086
xia zuan 	下钻	c=1 d=1.86984e-10 t=7086
xian 	先	c=15 d=0.573404 t=7086
xian chi 	先吃	c=0 d=0.0071719 t=7086
xian chi yao 	先吃药	c=1 d=0.0720785 t=7086
xian hui jia 	先回家	c=1 d=2.09736e-08 t=7086
xian jin 	现金	c=3 d=3.39952e-06 t=7086
xian ka 	显卡	c=3 d=0.481863 t=7086
xian shi 	显示	c=3 d=2.90324e-05 t=7086
xian shi qi 	显示器	c=1 d=0.0146253 t=7086
xian xiang 	现象	c=3 d=0.00168469 t=7086
xian yong 	先用	c=1 d=7.87298e-11 t=7086
xian zai 	现在	c=13 d=0.752015 t=7086
xian zhi 	限制	c=3 d=5.50078e-08 t=7086
xian zhu 	显著	c=2 d=1.12105e-06 t=7086
xiang ba 	想把	c=1 d=2.76077e-06 t=7086
xiang mu 	项目	c=1 d=0.0437178 t=7086
xiang mu zu 	项目组	c=1 d=0.0103063 t=7086
xiang qing 	详情	c=8 d=1.43595 t=7086
xiang tong 	相同	c=2 d=0.465841 t=7086
xiang xiang 	想象	c=3 d=0.00012421 t=7086
xiang yao 	想要	c=1 d=6.44585e-11 t=7086
xiang yong 	享用	c=1 d=7.83371e-11 t=7086
xiang zhe 	想着	c=0 d=0.000263203 t=7086
xiang zhe yang zi 	想着样子	c=1 d=0.00264522 t=7086
xiao guo 	效果	c=4 d=0.289384 t=7086
xiao hao 	消耗	c=2 d=5.1834e-09 t=7086
xiao shi 	小时	c=1 d=1.0365e-10 t=7086
xiao shu dian 	小数点	c=2 d=0.000185633 t=7086
xiao xi 	消息	c=3 d=7.37581e-07 t=7086
xiao yan 	消炎	c=1 d=1.24714e-10 t=7086
xie 	些	c=2 d=0.860708 t=7086
xie 	写	c=5 d=1.78551 t=7086
xie 	谢	c=3 d=0.0577859 t=7086
xie dao 	写到	c=1 d=7.13856e-06 t=7086
xie fa 	写法	c=1 d=0.421052 t=7086
xie hao 	写好	c=1 d=4.04817e-09 t=7086
xie shi 	写实	c=1 d=1.28158e-07 t=7086
xie si 	写死	c=1 d=1.28801e-07 t=7086
xie yi 	协议	c=1 d=4.66856e-10 t=7086
xie yi ge 	写一个	c=2 d=0.822834 t=7086
xin 	心	c=2 d=0.000666076 t=7086
xin 	新	c=9 d=5.16529 t=7086
xin 	辛	c=1 d=1.56965e-10 t=7086
xin jian 	新建	c=5 d=0.272532 t=7086
xin kuang 	锌矿	c=1 d=0.00126207 t=7086
xin neng 	新能	c=1 d=0.631284 t=7086
xin xi 	信息	c=2 d=1.87888 t=7086
xin yong ka 	信用卡	c=2 d=0.000101345 t=7086
xin zeng 	新增	c=12 d=0.820289 t=7086
xin zi duan 	新字段	c=1 d=5.68844e-11 t=7086
xin zong 	辛总	c=7 d=0.207008 t=7086
xing jia bi 	性价比	c=1 d=4.77439e-09 t=7086
xing neng 	性能	c=13 d=0.888622 t=7086
xing shi 	形式	c=4 d=1.71406e-09 t=7086
xiu fu 	修复	c=4 d=0.874679 t=7086
xiu gai 	修改	c=25 d=3.80993 t=7086
xiu gai hou 	修改后	c=1 d=2.24325e-05 t=7086
xiu xi 	休息	c=1 d=8.02792e-05 t=7086
xu 	许	c=2 d=8.33581e-06 t=7086
xu feng 	旭峰	c=8 d=1.60906 t=7086
xu gong 	徐公	c=1 d=2.36517e-10 t=7086
xu qiu 	需求	c=4 d=0.177352 t=7086
xu yao 	需要	c=28 d=0.608272 t=7086
xuan ran 	渲染	c=2 d=2.11503e-09 t=7086
xuan yong 	选用	c=1 d=7.56041e-05 t=7086
xuan ze 	选择	c=3 d=0.0217096 t=7086
xue xi 	学习	c=1 d=0.00663763 t=7086
xun 	寻	c=0 d=1.24973e-06 t=7086
xun shuai a 	寻帅啊	c=1 d=1.25599e-05 t=7086
ya 	呀	c=5 d=0.000162011 t=7086
yan 	咽	c=1 d=9.81033e-11 t=7086
yan chi 	延迟	c=1 d=7.45039e-09 t=7086
yan fa 	研发	c=10 d=0.156588 t=7086
yan jing 	眼睛	c=2 d=1.61166e-10 t=7086
yan se 	颜色	c=1 d=3.89885e-08 t=7086
yan shi 	演示	c=1 d=5.84555e-08 t=7086
yan zheng 	验证	c=2 d=0.683861 t=7086
yan zhong 	严重	c=3 d=0.178825 t=7086
yang 	养	c=1 d=1.18631e-10 t=7086
yang 	痒	c=1 d=1.19226e-10 t=7086
yang le 	痒了	c=1 d=4.49711e-11 t=7086
yang le 	阳了	c=1 d=0.0792617 t=7086
yang shi 	样式	c=1 d=2.95381e-07 t=7086
yang zi 	样子	c=1 d=0.10306 t=7086
yao 	药	c=2 d=0.226112 t=7086
yao 	要	c=5 d=0.0461242 t=7086
yao bu 	要不	c=3 d=8.93498e-05 t=7086
yao qiu 	要求	c=2 d=9.94759e-09 t=7086
yao shi 	要是	c=2 d=1.50457e-10 t=7086
yao xiao 	药效	c=1 d=0.0742736 t=7086
yao zhi 	要职	c=1 d=0.0122773 t=7086
ye 	也	c=10 d=0.393151 t=7086
ye hao 	也好	c=1 d=6.44475e-09 t=7086
ye hui 	也会	c=1 d=0.00158844 t=7086
ye ji 	业绩	c=1 d=0.0134335 t=7086
ye jiu 	也就	c=1 d=0.0327124 t=7086
ye mian 	页面	c=1 d=1.47442e-09 t=7086
ye shi 	也是	c=7 d=0.208826 t=7086
ye wu 	业务	c=18 d=0.603505 t=7086
yi ba 	一把	c=1 d=1.71718e-08 t=7086
yi bu 	一部	c=1 d=5.83046e-07 t=7086
yi bu 	异步	c=1 d=5.94824e-07 t=7086
yi cang 	义仓	c=3 d=0.659253 t=7086
yi chang 	异常	c=6 d=1.52359 t=7086
yi chang yun dan 	异常运单	c=1 d=0.319819 t=7086
yi chu li 	以处理	c=2 d=0.580025 t=7086
yi chuang jian 	已创建	c=2 d=0.937676 t=7086
yi ci 	一次	c=2 d=2.06788e-10 t=7086
yi ci 	以此	c=1 d=0.000930303 t=7086
yi ci xing 	一次性	c=2 d=2.1888e-07 t=7086
yi dian 	一点	c=2 d=9.78408e-05 t=7086
yi ding 	一定	c=3 d=0.00166169 t=7086
yi ding yao 	一定要	c=2 d=7.94804e-05 t=7086
yi dong 	移动	c=1 d=5.85869e-05 t=7086
yi ge 	一个	c=14 d=1.71756 t=7086
yi ge yi ge 	一个一个	c=1 d=2.12393e-09 t=7086
yi hang 	一行	c=1 d=2.12675e-09 t=7086
yi hang shi 	一行诗	c=0 d=2.33559e-10 t=7086
yi hang shi yi hang 	一行诗一行	c=1 d=2.3473e-09 t=7086
yi he 	已和	c=0 d=0.00274607 t=7086
yi he bing 	已和并	c=1 d=0.0275983 t=7086
yi hui 	一会	c=1 d=0.0902725 t=7086
yi ji 	以及	c=2 d=0.740819 t=7086
yi jin 	一斤	c=1 d=0.384813 t=7086
yi jing 	已经	c=13 d=1.97456 t=7086
yi kai shi 	一开始	c=1 d=4.99414e-09 t=7086
yi lie 	一列	c=3 d=6.86338e-06 t=7086
yi miao 	疫苗	c=1 d=0.0833256 t=7086
yi qi 	一起	c=1 d=0.0682212 t=7086
yi qie 	一切	c=1 d=0.00644146 t=7086
yi qing 	疫情	c=1 d=0.0997588 t=7086
yi qing hou 	疫情后	c=1 d=0.100259 t=7086
yi ran 	依然	c=2 d=5.44431e-07 t=7086
yi rong 	毅蓉	c=1 d=0.690734 t=7086
yi shang xian 	已上线	c=1 d=0.0290133 t=7086
yi sheng 	医生	c=1 d=0.0765355 t=7086
yi shi 	一是	c=1 d=7.08461e-05 t=7086
yi si 	意思	c=2 d=0.13406 t=7086
yi tian 	一天	c=1 d=3.18332e-05 t=7086
yi wen 	疑问	c=1 d=0.00109172 t=7086
yi xia 	一下	c=10 d=0.308327 t=7086
yi xie 	一些	c=7 d=0.789828 t=7086
yi yang 	一样	c=10 d=0.0034978 t=7086
yi ye 	一夜	c=1 d=0.0502874 t=7086
yi zhi 	一直	c=1 d=0.637628 t=7086
yi zhi 	一致	c=1 d=0.640824 t=7086
yi zu 	一组	c=1 d=1.97046e-09 t=7086
yin hang 	银行	c=3 d=0.0358067 t=7086
yin wei 	因为	c=7 d=0.314801 t=7086
ying gai 	应该	c=5 d=0.462715 t=7086
ying xiao guan li 	营销管理	c=0 d=0.0232236 t=7086
ying xiao guan li tan kuang 	营销管理弹框	c=1 d=0.233401 t=7086
ying yong 	应用	c=1 d=0.0116203 t=7086
yong 	用	c=9 d=0.00510022 t=7086
yong de 	用的	c=1 d=7.48901e-11 t=7086
yong duan 	用段	c=1 d=0.00514361 t=7086
yong hu 	用户	c=3 d=0.97531 t=7086
yong lai 	用来	c=1 d=1.36459e-10 t=7086
yong shi 	勇士	c=1 d=1.80086e-09 t=7086
you 	又	c=11 d=0.304018 t=7086
you 	有	c=29 d=1.31001 t=7086
you bian 	右边	c=2 d=0.299692 t=7086
you ce 	右侧	c=1 d=0.425283 t=7086
you che 	有车	c=1 d=0.423162 t=7086
you dian 	有点	c=6 d=0.0319445 t=7086
you dian duo 	有点多	c=1 d=0.506617 t=7086
you fu 	优抚	c=1 d=0.369723 t=7086
you guan 	有关	c=1 d=0.00195963 t=7086
you hua 	优化	c=12 d=2.65624 t=7086
you ji zhong 	有几种	c=1 d=0.000188766 t=7086
you jian yi 	有建议	c=1 d=0.00546167 t=7086
you kong 	有空	c=3 d=0.026277 t=7086
you le 	有了	c=1 d=3.74597e-08 t=7086
you li yu 	有利于	c=1 d=0.650509 t=7086
you mei you 	有没有	c=6 d=0.54091 t=7086
you na xie 	有哪些	c=1 d=5.17115e-07 t=7086
you pin 	优品	c=2 d=9.61851e-05 t=7086
you pin 	油品	c=1 d=5.5175e-05 t=7086
you qi 	尤其	c=1 d=2.39431e-07 t=7086
you qi 	油气	c=3 d=0.0038759 t=7086
you qi shi 	尤其是	c=1 d=0.67368 t=7086
you shi jian 	有时间	c=1 d=1.75157e-06 t=7086
you wen ti 	有问题	c=6 d=0.677057 t=7086
you wu 	有无	c=1 d=0.228778 t=7086
you wu 	有误	c=1 d=0.229926 t=7086
you yi dian 	有一点	c=1 d=5.94723e-05 t=7086
you yi ge 	有一个	c=1 d=9.35444e-10 t=7086
you yi xie 	有一些	c=1 d=0.527292 t=7086
you zhan 	油站	c=12 d=0.00729041 t=7086
yu gu 	预估	c=2 d=1.03198e-08 t=7086
yu jie 	玉洁	c=1 d=0.95123 t=7086
yu jing 	预警	c=2 d=0.0002639 t=7086
yu yan 	语言	c=1 d=0.0448245 t=7086
yuan 	愿	c=1 d=1.65383e-07 t=7086
yuan 	源	c=1 d=1.66212e-07 t=7086
yuan huan 	圆环	c=2 d=0.687289 t=7086
yuan lai 	原来	c=3 d=0.000452556 t=7086
yuan shi 	原始	c=4 d=0.000485565 t=7086
yuan wen jian 	源文件	c=1 d=0.117655 t=7086
yuan you 	原有	c=2 d=1.25977e-06 t=7086
yuan you 	缘由	c=1 d=5.21141e-10 t=7086
